UID,Cat,Valence,Activation,Dominance,Cat_Type,speaker,group
Ses04F_impro02_F012,ang,2,3,3.5,3,7,imp
Ses04F_impro02_F013,fru,1.5,3,2,9,7,imp
Ses04F_impro02_F014,fru,1.5,2,2.5,9,7,imp
Ses04F_impro02_F015,fru,1.5,4,2.5,9,7,imp
Ses04F_impro02_F016,fru,1.5,3.5,3.5,9,7,imp
Ses04F_impro02_F017,ang,1.5,2,2,3,7,imp
Ses04F_impro02_F018,ang,1.5,3,2.5,3,7,imp
Ses04F_impro02_F019,fru,1.5,3,3,9,7,imp
Ses04F_impro02_F020,fru,1.5,3.5,3,9,7,imp
Ses04F_impro02_F021,xxx,1.5,3.5,3,0,7,imp
Ses04F_impro02_F022,ang,1.5,2.5,2.5,3,7,imp
Ses04F_impro02_F023,sad,1.5,3.5,2,4,7,imp
Ses04F_impro02_F024,sad,1.5,3,1,4,7,imp
Ses04F_impro02_M000,sad,2.5,1.5,2,4,8,imp
Ses04F_impro02_M001,sad,2,2.5,2,4,8,imp
Ses04F_impro02_M002,fru,2,2,2,9,8,imp
Ses04F_impro02_M003,fru,2,2.5,2.5,9,8,imp
Ses04F_impro02_M004,sad,1.5,2,2,4,8,imp
Ses04F_impro02_M005,fru,2,3,3.5,9,8,imp
Ses04F_impro02_M006,fru,2,3,2.5,9,8,imp
Ses04F_impro02_M007,xxx,2.5,2.5,2.5,0,8,imp
Ses04F_impro02_M008,fru,2.5,3,3,9,8,imp
Ses04F_impro02_M009,fru,2,3.5,2.5,9,8,imp
Ses04F_impro02_M010,fru,2.5,2,2.5,9,8,imp
Ses04F_impro02_M011,xxx,2,2,2.5,0,8,imp
Ses04F_impro02_M012,sad,1.5,2,2.5,4,8,imp
Ses04F_impro02_M013,fru,2,2,2.5,9,8,imp
Ses04F_impro02_M014,fru,1.5,2,2.5,9,8,imp
Ses04F_impro02_M015,fru,2.5,2,2.5,9,8,imp
Ses04F_impro02_M016,fru,2.5,2.5,3.5,9,8,imp
Ses04F_impro02_M017,fru,2.5,2.5,3.5,9,8,imp
Ses04F_impro02_M018,ang,2.5,3.5,3,3,8,imp
Ses04F_impro02_M019,fru,2,2.5,2.5,9,8,imp
Ses04F_impro02_M020,ang,2,3,2.5,3,8,imp
Ses04F_impro02_M021,ang,2,3.5,3,3,8,imp
Ses04F_impro02_M022,xxx,2,3.5,3.5,0,8,imp
Ses04F_impro02_M023,fru,2.5,3,2.5,9,8,imp
Ses04F_impro02_M024,sad,1.5,2,2,4,8,imp
Ses04F_impro02_M025,sad,2,2,2.5,4,8,imp
Ses04F_impro02_M026,sad,2,2,2.5,4,8,imp
Ses04F_impro03_F000,exc,5,4,4.5,5,7,imp
Ses04F_impro03_F001,exc,5,4.5,4.5,5,7,imp
Ses04F_impro03_F002,exc,4.5,4.5,4.5,5,7,imp
Ses04F_impro03_F003,exc,5,5,5,5,7,imp
Ses04F_impro03_F004,exc,5,4.5,4,5,7,imp
Ses04F_impro03_F005,exc,4.5,4,4,5,7,imp
Ses04F_impro03_F006,exc,4.5,3.5,4,5,7,imp
Ses04F_impro03_F007,exc,4,4,4,5,7,imp
Ses04F_impro03_F008,xxx,4,3.5,4,0,7,imp
Ses04F_impro03_F009,exc,5,4,4.5,5,7,imp
Ses04F_impro03_F010,hap,4,4,4,2,7,imp
Ses04F_impro03_F011,exc,4.5,3.5,3.5,5,7,imp
Ses04F_impro03_F012,hap,3.5,3.5,4,2,7,imp
Ses04F_impro03_F013,exc,4,3.5,4,5,7,imp
Ses04F_impro03_F014,exc,3.5,3.5,3.5,5,7,imp
Ses04F_impro03_F015,exc,4,3,4,5,7,imp
Ses04F_impro03_F016,exc,4.5,4,3.5,5,7,imp
Ses04F_impro03_F017,exc,4.5,3.5,4,5,7,imp
Ses04F_impro03_F018,exc,4,4,3.5,5,7,imp
Ses04F_impro03_F019,xxx,4,2.5,2.5,0,7,imp
Ses04F_impro03_F020,xxx,3.5,3,3,0,7,imp
Ses04F_impro03_F021,xxx,3,2.5,3.5,0,7,imp
Ses04F_impro03_F022,xxx,3.5,4,3.5,0,7,imp
Ses04F_impro03_F023,xxx,3.5,3,3.5,0,7,imp
Ses04F_impro03_F024,xxx,3,3.5,3.5,0,7,imp
Ses04F_impro03_F025,xxx,4.5,4,4.5,0,7,imp
Ses04F_impro03_F026,xxx,4,3.5,4,0,7,imp
Ses04F_impro03_F027,xxx,4,3,4,0,7,imp
Ses04F_impro03_F028,xxx,4,3,3.5,0,7,imp
Ses04F_impro03_F029,xxx,4.5,4,4,0,7,imp
Ses04F_impro03_F030,xxx,3.5,3.5,4,0,7,imp
Ses04F_impro03_F031,xxx,4.5,4,4,0,7,imp
Ses04F_impro03_F032,xxx,4,3,3,0,7,imp
Ses04F_impro03_F033,xxx,4,3,3,0,7,imp
Ses04F_impro03_F034,exc,4,3.5,4,5,7,imp
Ses04F_impro03_F035,xxx,4,3,3.5,0,7,imp
Ses04F_impro03_F036,exc,4,3.5,4,5,7,imp
Ses04F_impro03_F037,xxx,4,3.5,3.5,0,7,imp
Ses04F_impro03_F038,exc,4,4,4.5,5,7,imp
Ses04F_impro03_F039,xxx,4,2.5,3.5,0,7,imp
Ses04F_impro03_F040,exc,4.5,3.5,3,5,7,imp
Ses04F_impro03_F041,exc,4.5,3.5,3,5,7,imp
Ses04F_impro03_F042,exc,5,4,4,5,7,imp
Ses04F_impro03_F043,exc,4.5,4,4.5,5,7,imp
Ses04F_impro03_F044,exc,5,3.5,3.5,5,7,imp
Ses04F_impro03_F045,exc,4,3,3.5,5,7,imp
Ses04F_impro03_F046,xxx,3.5,3.5,4,0,7,imp
Ses04F_impro03_F047,exc,4.5,3,4,5,7,imp
Ses04F_impro03_F048,exc,3,3.5,3.5,5,7,imp
Ses04F_impro03_F049,xxx,4.5,3.5,4,0,7,imp
Ses04F_impro03_F050,exc,4,3.5,4,5,7,imp
Ses04F_impro03_F051,exc,4.5,4,4,5,7,imp
Ses04F_impro03_F052,exc,4.5,4,3.5,5,7,imp
Ses04F_impro03_M000,neu,3.5,3,3.5,1,8,imp
Ses04F_impro03_M001,neu,4,2.5,3,1,8,imp
Ses04F_impro03_M002,sur,4,3,3,6,8,imp
Ses04F_impro03_M003,exc,4,3,4.5,5,8,imp
Ses04F_impro03_M004,exc,4.5,3.5,4,5,8,imp
Ses04F_impro03_M005,exc,4,3.5,4,5,8,imp
Ses04F_impro03_M006,xxx,4,3.5,4,0,8,imp
Ses04F_impro03_M007,xxx,4,3,4,0,8,imp
Ses04F_impro03_M008,xxx,4,3,3.5,0,8,imp
Ses04F_impro03_M009,xxx,3.5,3,3,0,8,imp
Ses04F_impro03_M010,xxx,3.5,3.5,4,0,8,imp
Ses04F_impro03_M011,xxx,4,3,3.5,0,8,imp
Ses04F_impro03_M012,xxx,4,3.5,4,0,8,imp
Ses04F_impro03_M013,xxx,3.5,3.5,4,0,8,imp
Ses04F_impro03_M014,exc,4,3,3.5,5,8,imp
Ses04F_impro03_M015,xxx,4,3,3.5,0,8,imp
Ses04F_impro03_M016,xxx,4,3,2.5,0,8,imp
Ses04F_impro03_M017,xxx,4,2.5,4,0,8,imp
Ses04F_impro03_M018,neu,2,2.5,3,1,8,imp
Ses04F_impro03_M019,neu,2.5,3,3.5,1,8,imp
Ses04F_impro03_M020,neu,2.5,3,3.5,1,8,imp
Ses04F_impro03_M021,neu,2.5,4,4,1,8,imp
Ses04F_impro03_M022,xxx,4,3.5,3.5,0,8,imp
Ses04F_impro03_M023,fru,4,2.5,4,9,8,imp
Ses04F_impro03_M024,xxx,4,3.5,3.5,0,8,imp
Ses04F_impro03_M025,xxx,4,3,4,0,8,imp
Ses04F_impro03_M026,xxx,4,3.5,4.5,0,8,imp
Ses04F_impro03_M027,neu,4,2.5,3,1,8,imp
Ses04F_impro03_M028,neu,3,3,3.5,1,8,imp
Ses04F_impro03_M029,neu,3.5,2.5,2.5,1,8,imp
Ses04F_impro03_M030,neu,3.5,2.5,2.5,1,8,imp
Ses04F_impro03_M031,neu,3.5,2.5,2,1,8,imp
Ses04F_impro03_M032,neu,3.5,3,3.5,1,8,imp
Ses04F_impro03_M033,neu,4,3,4,1,8,imp
Ses04F_impro03_M034,neu,3.5,2.5,3.5,1,8,imp
Ses04F_impro03_M035,neu,2,3,4,1,8,imp
Ses04F_impro03_M036,exc,4.5,3.5,4.5,5,8,imp
Ses04F_impro03_M037,exc,4.5,4,4.5,5,8,imp
Ses04F_impro03_M038,exc,4.5,4,4.5,5,8,imp
Ses04F_impro03_M039,exc,4,3.5,4.5,5,8,imp
Ses04F_impro03_M040,exc,4,2.5,4,5,8,imp
Ses04F_impro03_M041,exc,4,3,4,5,8,imp
Ses04F_impro03_M042,exc,4,3.5,4,5,8,imp
Ses04F_impro03_M043,exc,4,3,3,5,8,imp
Ses04F_impro03_M044,xxx,3,2.5,3.5,0,8,imp
Ses04F_impro03_M045,xxx,2.5,2.5,3,0,8,imp
Ses04F_impro03_M046,xxx,3.5,2.5,3,0,8,imp
Ses04F_impro03_M047,neu,2.5,3.5,4.5,1,8,imp
Ses04F_impro03_M048,xxx,3.5,2.5,3.5,0,8,imp
Ses04F_impro03_M049,xxx,4,2.5,3.5,0,8,imp
Ses04F_impro03_M050,xxx,4.5,3.5,3,0,8,imp
Ses04F_impro04_F000,neu,4,2.5,3,1,7,imp
Ses04F_impro04_F001,fru,2,3,4,9,7,imp
Ses04F_impro04_F002,fru,1.5,3.5,4,9,7,imp
Ses04F_impro04_F003,fru,1.5,4,4.5,9,7,imp
Ses04F_impro04_F004,fru,1.5,5,4.5,9,7,imp
Ses04F_impro04_F005,ang,1,4,4.5,3,7,imp
Ses04F_impro04_F006,ang,1.5,4.5,4,3,7,imp
Ses04F_impro04_F007,fru,2,3,4,9,7,imp
Ses04F_impro04_F008,ang,2,4,5,3,7,imp
Ses04F_impro04_F009,fru,1.5,4.5,4.5,9,7,imp
Ses04F_impro04_F010,xxx,1.5,3.5,4.5,0,7,imp
Ses04F_impro04_F011,ang,1.5,4,4.5,3,7,imp
Ses04F_impro04_F012,fru,1.5,4,4,9,7,imp
Ses04F_impro04_F013,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro04_F014,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro04_F015,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro04_F016,ang,2,4,3.5,3,7,imp
Ses04F_impro04_F017,ang,1.5,4,4,3,7,imp
Ses04F_impro04_F018,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro04_F019,fru,2,3.5,3,9,7,imp
Ses04F_impro04_F020,fru,4,3,3.5,9,7,imp
Ses04F_impro04_F021,fru,2,4,4.5,9,7,imp
Ses04F_impro04_F022,fru,2,3.5,4,9,7,imp
Ses04F_impro04_F023,fru,2.5,3,3.5,9,7,imp
Ses04F_impro04_F024,fru,2.5,4,4,9,7,imp
Ses04F_impro04_F025,ang,2,4,4,3,7,imp
Ses04F_impro04_F026,fru,2.5,4,4,9,7,imp
Ses04F_impro04_F027,fru,2,3.5,4.5,9,7,imp
Ses04F_impro04_F028,fru,1.5,3.5,3.5,9,7,imp
Ses04F_impro04_F029,fru,2,4.5,4.5,9,7,imp
Ses04F_impro04_F030,ang,1.5,4.5,5,3,7,imp
Ses04F_impro04_F031,ang,1.5,4,4.5,3,7,imp
Ses04F_impro04_F032,fru,1.5,4,4.5,9,7,imp
Ses04F_impro04_F033,fru,1.5,3,4,9,7,imp
Ses04F_impro04_M000,xxx,2,3,3.5,0,8,imp
Ses04F_impro04_M001,neu,3,3,3,1,8,imp
Ses04F_impro04_M002,neu,2.5,2.5,3,1,8,imp
Ses04F_impro04_M003,neu,3,2.5,3,1,8,imp
Ses04F_impro04_M004,neu,3,2,2,1,8,imp
Ses04F_impro04_M005,neu,2.5,2.5,2,1,8,imp
Ses04F_impro04_M006,neu,2.5,2.5,3.5,1,8,imp
Ses04F_impro04_M007,neu,3,2.5,2.5,1,8,imp
Ses04F_impro04_M008,neu,2.5,2.5,3.5,1,8,imp
Ses04F_impro04_M009,neu,3,3.5,3.5,1,8,imp
Ses04F_impro04_M010,fru,3,2.5,2.5,9,8,imp
Ses04F_impro04_M011,xxx,3,2.5,3,0,8,imp
Ses04F_impro04_M012,xxx,2.5,2.5,3,0,8,imp
Ses04F_impro04_M013,neu,2.5,2.5,3,1,8,imp
Ses04F_impro04_M014,neu,3,2.5,3,1,8,imp
Ses04F_impro04_M015,neu,2.5,2.5,2,1,8,imp
Ses04F_impro04_M016,neu,3,2,3,1,8,imp
Ses04F_impro04_M017,neu,3,2.5,3.5,1,8,imp
Ses04F_impro04_M018,neu,3,2.5,2.5,1,8,imp
Ses04F_impro04_M019,neu,3.5,2.5,3,1,8,imp
Ses04F_impro04_M020,neu,2.5,3,3,1,8,imp
Ses04F_impro04_M021,neu,2.5,3,3,1,8,imp
Ses04F_impro04_M022,neu,3,2.5,2.5,1,8,imp
Ses04F_impro04_M023,neu,3,3,2.5,1,8,imp
Ses04F_impro04_M024,xxx,2.5,3,3.5,0,8,imp
Ses04F_impro04_M025,fru,2.5,3,3.5,9,8,imp
Ses04F_impro04_M026,neu,2.5,3,3,1,8,imp
Ses04F_impro04_M027,fru,2.5,3,3,9,8,imp
Ses04F_impro04_M028,neu,3,3,3,1,8,imp
Ses04F_impro04_M029,fru,2.5,3,3.5,9,8,imp
Ses04F_impro04_M030,neu,3,3,3,1,8,imp
Ses04F_impro04_M031,neu,3.5,2.5,3,1,8,imp
Ses04F_impro04_M032,xxx,2.5,3,3,0,8,imp
Ses04F_impro04_M033,neu,2.5,2,3,1,8,imp
Ses04F_impro04_M034,xxx,3,2.5,3,0,8,imp
Ses04F_impro05_F000,fru,3,3.5,4.5,9,7,imp
Ses04F_impro05_F001,fru,3,4,3.5,9,7,imp
Ses04F_impro05_F002,fru,2,4,4.5,9,7,imp
Ses04F_impro05_F003,fru,2,4.5,4.5,9,7,imp
Ses04F_impro05_F004,ang,2,4.5,4,3,7,imp
Ses04F_impro05_F005,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro05_F006,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro05_F007,sur,1.5,3.5,4,6,7,imp
Ses04F_impro05_F008,ang,2,4.5,4.5,3,7,imp
Ses04F_impro05_F009,ang,1.5,4.5,5,3,7,imp
Ses04F_impro05_F010,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro05_F011,ang,1.5,4.5,5,3,7,imp
Ses04F_impro05_F012,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro05_F013,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro05_F014,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro05_F015,ang,1.5,4.5,5,3,7,imp
Ses04F_impro05_F016,ang,2,4,4,3,7,imp
Ses04F_impro05_F017,ang,1.5,4.5,4.5,3,7,imp
Ses04F_impro05_F018,ang,1,4.5,4.5,3,7,imp
Ses04F_impro05_F019,ang,1.5,4.5,5,3,7,imp
Ses04F_impro05_M000,fru,3,2,3.5,9,8,imp
Ses04F_impro05_M001,fru,2.5,2,3.5,9,8,imp
Ses04F_impro05_M002,fru,3,2,3,9,8,imp
Ses04F_impro05_M003,fru,3,2.5,3,9,8,imp
Ses04F_impro05_M004,xxx,2.5,2,3,0,8,imp
Ses04F_impro05_M005,fru,3,2,3,9,8,imp
Ses04F_impro05_M006,fru,2.5,1.5,3,9,8,imp
Ses04F_impro05_M007,fru,3,2,3,9,8,imp
Ses04F_impro05_M008,fru,3,2,3,9,8,imp
Ses04F_impro05_M009,fru,2.5,2,3,9,8,imp
Ses04F_impro05_M010,fru,3,2.5,2.5,9,8,imp
Ses04F_impro05_M011,fru,2.5,3,3.5,9,8,imp
Ses04F_impro05_M012,fru,3,2,3,9,8,imp
Ses04F_impro05_M013,fru,3,2.5,3,9,8,imp
Ses04F_impro05_M014,fru,2.5,3,3.5,9,8,imp
Ses04F_impro05_M015,fru,3,2.5,2.5,9,8,imp
Ses04F_impro05_M016,fru,3,2,3,9,8,imp
Ses04F_impro05_M017,fru,2.5,3,4,9,8,imp
Ses04F_impro05_M018,fru,3,2,3.5,9,8,imp
Ses04F_impro05_M019,fru,3,2,3,9,8,imp
Ses04F_impro05_M020,fru,2.5,2.5,3,9,8,imp
Ses04F_impro05_M021,fru,3,2,3,9,8,imp
Ses04F_impro05_M022,fru,2.5,3,3.5,9,8,imp
Ses04F_impro05_M023,fru,3,2.5,3,9,8,imp
Ses04F_impro05_M024,fru,3,2.5,3.5,9,8,imp
Ses04F_impro06_F000,sad,2.5,2,2.5,4,7,imp
Ses04F_impro06_F001,sad,2,3.5,3,4,7,imp
Ses04F_impro06_F002,sad,1.5,3.5,2.5,4,7,imp
Ses04F_impro06_F003,sad,2,3,2.5,4,7,imp
Ses04F_impro06_F004,sad,1.5,3,3.5,4,7,imp
Ses04F_impro06_F005,sad,1.5,3.5,3.5,4,7,imp
Ses04F_impro06_F006,sad,2,2.5,3,4,7,imp
Ses04F_impro06_F007,sad,2,2.5,2.5,4,7,imp
Ses04F_impro06_F008,hap,4,3.5,3,2,7,imp
Ses04F_impro06_F009,hap,4.5,4,3.5,2,7,imp
Ses04F_impro06_F010,sad,2.5,2,2.5,4,7,imp
Ses04F_impro06_M000,sad,2.5,2,2.5,4,8,imp
Ses04F_impro06_M001,sad,2,3,3,4,8,imp
Ses04F_impro06_M002,sad,2.5,2.5,2.5,4,8,imp
Ses04F_impro06_M003,sad,3,2,2.5,4,8,imp
Ses04F_impro06_M004,neu,2.5,3,3,1,8,imp
Ses04F_impro06_M005,sad,2.5,3.5,3,4,8,imp
Ses04F_impro06_M006,neu,2.5,2.5,3,1,8,imp
Ses04F_impro06_M007,neu,2.5,2.5,3.5,1,8,imp
Ses04F_impro06_M008,sad,2.5,2,2.5,4,8,imp
Ses04F_impro06_M009,sad,3,2.5,3,4,8,imp
Ses04F_impro06_M010,sad,3,2.5,2.5,4,8,imp
Ses04F_impro06_M011,sad,2.5,3,3,4,8,imp
Ses04F_impro06_M012,neu,3.5,3,2.5,1,8,imp
Ses04F_impro06_M013,sad,4,3,3,4,8,imp
Ses04F_impro06_M014,sad,3,2.5,2.5,4,8,imp
Ses04F_impro07_F000,exc,4.5,3.5,3.5,5,7,imp
Ses04F_impro07_F001,exc,4.5,3.5,3.5,5,7,imp
Ses04F_impro07_F002,exc,4.5,4.5,4.5,5,7,imp
Ses04F_impro07_F003,exc,5,4.5,4.5,5,7,imp
Ses04F_impro07_F004,exc,4.5,4.5,4,5,7,imp
Ses04F_impro07_F005,exc,4.5,4,4,5,7,imp
Ses04F_impro07_F006,exc,4.5,4.5,4,5,7,imp
Ses04F_impro07_F007,exc,4.5,4.5,4.5,5,7,imp
Ses04F_impro07_F008,exc,4.5,4.5,4,5,7,imp
Ses04F_impro07_F009,exc,4.5,4.5,4.5,5,7,imp
Ses04F_impro07_F010,exc,3.5,3.5,3.5,5,7,imp
Ses04F_impro07_F011,exc,4.5,3.5,3.5,5,7,imp
Ses04F_impro07_F012,exc,4.5,4,3.5,5,7,imp
Ses04F_impro07_F013,exc,3.5,3.5,3.5,5,7,imp
Ses04F_impro07_F014,exc,4,4,4,5,7,imp
Ses04F_impro07_F015,exc,4.5,3.5,3.5,5,7,imp
Ses04F_impro07_F016,exc,4.5,4,3.5,5,7,imp
Ses04F_impro07_F017,exc,3.5,2.5,3,5,7,imp
Ses04F_impro07_F018,exc,4,4,3.5,5,7,imp
Ses04F_impro07_F019,xxx,3.5,3,2.5,0,7,imp
Ses04F_impro07_F020,xxx,4,4,4,0,7,imp
Ses04F_impro07_F021,exc,4.5,4.5,4.5,5,7,imp
Ses04F_impro07_F022,exc,4.5,4,4,5,7,imp
Ses04F_impro07_F023,xxx,4.5,3,3,0,7,imp
Ses04F_impro07_F024,exc,3.5,4,3.5,5,7,imp
Ses04F_impro07_F025,xxx,3.5,3.5,3.5,0,7,imp
Ses04F_impro07_F026,xxx,4,3,3.5,0,7,imp
Ses04F_impro07_F027,exc,4,4,4,5,7,imp
Ses04F_impro07_F028,exc,4.5,3.5,3.5,5,7,imp
Ses04F_impro07_F029,exc,4,3.5,3.5,5,7,imp
Ses04F_impro07_F030,exc,4.5,4.5,4.5,5,7,imp
Ses04F_impro07_F031,exc,3.5,4,3.5,5,7,imp
Ses04F_impro07_F032,exc,3.5,4,3,5,7,imp
Ses04F_impro07_F033,exc,4.5,4,3,5,7,imp
Ses04F_impro07_F034,xxx,4.5,4.5,4,0,7,imp
Ses04F_impro07_F035,exc,4,3.5,3.5,5,7,imp
Ses04F_impro07_F036,exc,4.5,4.5,3.5,5,7,imp
Ses04F_impro07_F037,xxx,5,4.5,3.5,0,7,imp
Ses04F_impro07_F038,exc,3.5,3,3,5,7,imp
Ses04F_impro07_F039,exc,4.5,4,4,5,7,imp
Ses04F_impro07_F040,exc,4,3.5,3.5,5,7,imp
Ses04F_impro07_F041,exc,3.5,4.5,3.5,5,7,imp
Ses04F_impro07_F042,exc,4,3,2.5,5,7,imp
Ses04F_impro07_F043,xxx,4.5,4,4,0,7,imp
Ses04F_impro07_F044,exc,4.5,4,3.5,5,7,imp
Ses04F_impro07_F045,xxx,4.5,4,4,0,7,imp
Ses04F_impro07_F046,xxx,4.5,4,4.5,0,7,imp
Ses04F_impro07_F047,exc,3.5,3,3,5,7,imp
Ses04F_impro07_F048,exc,4,3,3.5,5,7,imp
Ses04F_impro07_F049,exc,4,3,3,5,7,imp
Ses04F_impro07_F050,exc,3.5,3,3,5,7,imp
Ses04F_impro07_F051,exc,4,3,3,5,7,imp
Ses04F_impro07_F052,exc,4.5,4,3.5,5,7,imp
Ses04F_impro07_F053,xxx,3.5,2.5,3,0,7,imp
Ses04F_impro07_F054,xxx,3,2.5,2.5,0,7,imp
Ses04F_impro07_F055,xxx,3,2.5,2.5,0,7,imp
Ses04F_impro07_F056,xxx,3,3.5,2.5,0,7,imp
Ses04F_impro07_F057,xxx,4,3.5,3.5,0,7,imp
Ses04F_impro07_F058,exc,4.5,3.5,3.5,5,7,imp
Ses04F_impro07_F059,exc,3.5,2,3,5,7,imp
Ses04F_impro07_F060,exc,4,3,4,5,7,imp
Ses04F_impro07_F061,exc,4,4,3.5,5,7,imp
Ses04F_impro07_F062,exc,4,3,3,5,7,imp
Ses04F_impro07_F063,exc,4,3.5,4,5,7,imp
Ses04F_impro07_F064,exc,4,3.5,3,5,7,imp
Ses04F_impro07_F065,exc,4.5,4.5,3.5,5,7,imp
Ses04F_impro07_F066,exc,3.5,3.5,3.5,5,7,imp
Ses04F_impro07_F067,xxx,3,3,2.5,0,7,imp
Ses04F_impro07_F068,xxx,2.5,2,3.5,0,7,imp
Ses04F_impro07_F069,xxx,2.5,3.5,2.5,0,7,imp
Ses04F_impro07_F070,exc,4.5,4,3.5,5,7,imp
Ses04F_impro07_F071,xxx,4,3.5,3.5,0,7,imp
Ses04F_impro07_F072,xxx,3.5,3.5,3.5,0,7,imp
Ses04F_impro07_F073,xxx,3.5,4,4,0,7,imp
Ses04F_impro07_F074,exc,4.5,4,4.5,5,7,imp
Ses04F_impro07_F075,xxx,3.5,3,3,0,7,imp
Ses04F_impro07_F076,xxx,3.5,3,4,0,7,imp
Ses04F_impro07_F077,xxx,4,3,3.5,0,7,imp
Ses04F_impro07_F078,exc,4.5,4,4,5,7,imp
Ses04F_impro07_F079,exc,4,4,3.5,5,7,imp
Ses04F_impro07_M000,neu,3.5,3,3,1,8,imp
Ses04F_impro07_M001,exc,3.5,3.5,3,5,8,imp
Ses04F_impro07_M002,sur,4,3,3.5,6,8,imp
Ses04F_impro07_M003,sur,5,3.5,4,6,8,imp
Ses04F_impro07_M004,xxx,4,3.5,3.5,0,8,imp
Ses04F_impro07_M005,exc,4.5,4.5,4,5,8,imp
Ses04F_impro07_M006,exc,4.5,4.5,4.5,5,8,imp
Ses04F_impro07_M007,xxx,4,3,3.5,0,8,imp
Ses04F_impro07_M008,xxx,3.5,2.5,2.5,0,8,imp
Ses04F_impro07_M009,neu,3.5,3,3.5,1,8,imp
Ses04F_impro07_M010,xxx,4.5,3.5,4,0,8,imp
Ses04F_impro07_M011,xxx,3.5,3,2.5,0,8,imp
Ses04F_impro07_M012,xxx,4,2.5,2.5,0,8,imp
Ses04F_impro07_M013,neu,4,2.5,3.5,1,8,imp
Ses04F_impro07_M014,xxx,4,3,4,0,8,imp
Ses04F_impro07_M015,xxx,4,2.5,3.5,0,8,imp
Ses04F_impro07_M016,neu,4,2.5,2,1,8,imp
Ses04F_impro07_M017,neu,4,2.5,3.5,1,8,imp
Ses04F_impro07_M018,neu,3,2,2.5,1,8,imp
Ses04F_impro07_M019,neu,3.5,3,3,1,8,imp
Ses04F_impro07_M020,neu,3.5,2.5,2.5,1,8,imp
Ses04F_impro07_M021,neu,3.5,3,4,1,8,imp
Ses04F_impro07_M022,neu,3,3,2.5,1,8,imp
Ses04F_impro07_M023,neu,3.5,3.5,2.5,1,8,imp
Ses04F_impro07_M024,xxx,4.5,3,3.5,0,8,imp
Ses04F_impro07_M025,xxx,4.5,3.5,3,0,8,imp
Ses04F_impro07_M026,neu,4,3,3,1,8,imp
Ses04F_impro07_M027,xxx,3.5,3,3,0,8,imp
Ses04F_impro07_M028,exc,4,3.5,3.5,5,8,imp
Ses04F_impro07_M029,xxx,3.5,2.5,2.5,0,8,imp
Ses04F_impro07_M030,xxx,3.5,2.5,2.5,0,8,imp
Ses04F_impro07_M031,neu,4,3.5,2.5,1,8,imp
Ses04F_impro07_M032,neu,4,3,3,1,8,imp
Ses04F_impro07_M033,neu,3,3,2.5,1,8,imp
Ses04F_impro07_M034,exc,3.5,3.5,3.5,5,8,imp
Ses04F_impro07_M035,neu,3.5,3,2.5,1,8,imp
Ses04F_impro07_M036,exc,4,3,4,5,8,imp
Ses04F_impro07_M037,exc,3.5,3.5,3,5,8,imp
Ses04F_impro07_M038,exc,3,3,3,5,8,imp
Ses04F_impro07_M039,exc,4,3.5,4,5,8,imp
Ses04F_impro07_M040,exc,4,2.5,2.5,5,8,imp
Ses04F_impro07_M041,exc,3.5,3.5,2.5,5,8,imp
Ses04F_impro07_M042,exc,3.5,3.5,4,5,8,imp
Ses04F_impro07_M043,exc,3.5,3,4,5,8,imp
Ses04F_impro07_M044,neu,3.5,3,3,1,8,imp
Ses04F_impro07_M045,exc,4,3,3.5,5,8,imp
Ses04F_impro07_M046,exc,3.5,3,3,5,8,imp
Ses04F_impro07_M047,xxx,3.5,3,3.5,0,8,imp
Ses04F_impro07_M048,xxx,4,3,3,0,8,imp
Ses04F_impro07_M049,exc,4,4.5,4,5,8,imp
Ses04F_impro07_M050,exc,3,3,3,5,8,imp
Ses04F_impro07_M051,neu,3.5,3,2.5,1,8,imp
Ses04F_impro07_M052,xxx,3,3,3.5,0,8,imp
Ses04F_impro07_M053,xxx,3.5,3,2.5,0,8,imp
Ses04F_impro07_M054,xxx,3.5,3.5,3.5,0,8,imp
Ses04F_impro07_M055,xxx,4,3,3,0,8,imp
Ses04F_impro07_M056,xxx,3.5,3,3,0,8,imp
Ses04F_impro07_M057,neu,3,2.5,2.5,1,8,imp
Ses04F_impro07_M058,neu,3,3.5,3,1,8,imp
Ses04F_impro07_M059,neu,3,3,3.5,1,8,imp
Ses04F_impro07_M060,neu,3.5,3,3,1,8,imp
Ses04F_impro07_M061,neu,3.5,2.5,3,1,8,imp
Ses04F_impro07_M062,neu,3.5,2.5,3,1,8,imp
Ses04F_impro07_M063,neu,2.5,2,2.5,1,8,imp
Ses04F_impro07_M064,neu,4,3.5,3.5,1,8,imp
Ses04F_impro07_M065,xxx,4.5,4,4,0,8,imp
Ses04F_impro07_M066,neu,4,2.5,2.5,1,8,imp
