,id,emotion_v,emotion_a,emotion_d,label,Cat_L1,Cat_L2,Cat_L3,Cat_Spk,Dim_L1_val,Dim_L1_act,Dim_L1_dim,Dim_L2_val,Dim_L2_act,Dim_L2_dim,Dim_Spk_val,Dim_Spk_act,Dim_Spk_dim
5008,Ses01F_script02_2_F041,3.0,1.5,2.5,neu,Happiness,Neutral,Neutral,-1,3,1,2,3,2,3,-1,-1,-1
5009,Ses01F_script02_2_F042,4.0,2.0,2.0,hap,Happiness,Happiness,Neutral,-1,4,2,1,4,2,3,-1,-1,-1
5010,Ses01F_script02_2_F043,4.0,3.0,2.5,hap,Happiness,Happiness,Surprise,-1,4,3,2,4,3,3,-1,-1,-1
5011,Ses01F_script02_2_F044,4.0,2.5,2.0,hap,Happiness,Happiness,Neutral,-1,4,2,1,4,3,3,-1,-1,-1
5012,Ses01F_script02_2_F045,3.5,1.5,1.5,hap,Happiness,Other,Happiness,-1,3,1,1,4,2,2,-1,-1,-1
5013,Ses01F_script02_2_F046,3.0,1.5,2.0,sad,Sadness,Other,Sadness,-1,3,1,1,3,2,3,-1,-1,-1
5014,Ses01F_script02_2_F047,3.5,2.5,2.0,neu,Happiness,Neutral,Neutral,-1,3,2,1,4,3,3,-1,-1,-1
5015,Ses01F_script02_2_M000,4.5,3.5,2.5,exc,Excited,Happiness,Excited,-1,4,3,2,5,4,3,-1,-1,-1
5016,Ses01F_script02_2_M001,4.5,2.5,2.0,exc,Excited,Happiness,Excited,-1,4,2,1,5,3,3,-1,-1,-1
5017,Ses01F_script02_2_M002,3.5,2.5,2.0,neu,Neutral,Happiness,Neutral,-1,3,2,1,4,3,3,-1,-1,-1
5018,Ses01F_script02_2_M003,3.5,2.5,3.0,xxx,Frustration,Happiness,Surprise,-1,3,2,2,4,3,4,-1,-1,-1
5019,Ses01F_script02_2_M004,2.5,3.5,3.0,fru,Frustration,Surprise,Neutral,-1,3,3,2,2,4,4,-1,-1,-1
5020,Ses01F_script02_2_M005,3.0,2.5,2.0,xxx,Surprise,Other,Neutral,-1,3,2,1,3,3,3,-1,-1,-1
5021,Ses01F_script02_2_M006,3.0,2.0,1.5,neu,Frustration,Neutral,Neutral,-1,3,2,1,3,2,2,-1,-1,-1
5022,Ses01F_script02_2_M007,3.0,3.0,1.5,fru,Frustration,Surprise,Other,-1,3,2,1,3,4,2,-1,-1,-1
5023,Ses01F_script02_2_M008,2.5,3.5,3.0,fru,Frustration,Disgust,Neutral,-1,3,3,2,2,4,4,-1,-1,-1
5024,Ses01F_script02_2_M009,2.5,3.5,3.0,fru,Frustration,Frustration,Neutral,-1,3,3,2,2,4,4,-1,-1,-1
5025,Ses01F_script02_2_M010,2.5,2.5,3.0,fru,Frustration,Frustration,Neutral,-1,3,2,2,2,3,4,-1,-1,-1
5026,Ses01F_script02_2_M011,3.0,3.0,2.5,fru,Frustration,Other,Frustration,-1,3,2,2,3,4,3,-1,-1,-1
5027,Ses01F_script02_2_M012,2.5,3.0,3.0,xxx,Frustration,Other,Other,-1,3,2,2,2,4,4,-1,-1,-1
5028,Ses01F_script02_2_M013,2.5,3.5,2.5,fru,Frustration,Frustration,Anger,-1,3,3,1,2,4,4,-1,-1,-1
5029,Ses01F_script02_2_M014,2.5,2.5,2.0,fru,Frustration,Other,Neutral,-1,3,3,1,2,2,3,-1,-1,-1
5030,Ses01F_script02_2_M015,2.5,2.5,2.0,fru,Frustration,Other,Frustration,-1,3,2,1,2,3,3,-1,-1,-1
5031,Ses01F_script02_2_M016,2.5,2.5,2.5,neu,Neutral,Neutral,Neutral,-1,3,2,2,2,3,3,-1,-1,-1
5032,Ses01F_script02_2_M017,2.5,2.5,2.5,neu,Neutral,Neutral,Neutral,-1,3,2,2,2,3,3,-1,-1,-1
5033,Ses01F_script02_2_M018,3.0,2.5,3.0,xxx,Excited,Other,Neutral,-1,3,2,3,3,3,3,-1,-1,-1
5034,Ses01F_script02_2_M019,3.0,3.0,2.5,neu,Frustration,Neutral,Neutral,-1,3,2,2,3,4,3,-1,-1,-1
5035,Ses01F_script02_2_M020,2.5,2.5,2.0,fru,Frustration,Frustration,Neutral,-1,3,2,2,2,3,2,-1,-1,-1
5036,Ses01F_script02_2_M021,3.0,2.5,1.5,neu,Frustration,Neutral,Neutral,-1,3,2,1,3,3,2,-1,-1,-1
5037,Ses01F_script02_2_M022,3.5,2.5,1.5,neu,Happiness,Neutral,Neutral,-1,4,2,1,3,3,2,-1,-1,-1
5038,Ses01F_script02_2_M023,3.5,2.5,2.0,neu,Happiness,Neutral,Neutral,-1,4,2,1,3,3,3,-1,-1,-1
5039,Ses01F_script02_2_M024,4.0,2.5,2.0,hap,Happiness,Happiness,Neutral,-1,4,2,1,4,3,3,-1,-1,-1
5040,Ses01F_script02_2_M025,2.5,3.0,2.0,xxx,Frustration,Happiness,Neutral,-1,3,2,1,2,4,3,-1,-1,-1
5041,Ses01F_script02_2_M026,3.5,2.5,1.5,hap,Happiness,Happiness,Neutral,-1,4,2,1,3,3,2,-1,-1,-1
5042,Ses01F_script02_2_M027,2.5,2.5,1.5,oth,Frustration,Happiness,Other,-1,3,2,1,2,3,2,-1,-1,-1
5043,Ses01F_script02_2_M028,2.5,3.0,2.5,xxx,Frustration,Neutral,Other,-1,3,2,1,2,4,4,-1,-1,-1
5044,Ses01F_script02_2_M029,2.5,3.0,3.0,xxx,Frustration,Happiness,Other,-1,3,2,2,2,4,4,-1,-1,-1
5045,Ses01F_script02_2_M030,2.5,3.5,4.0,xxx,Anger,Frustration,Anger,-1,3,3,3,2,4,5,-1,-1,-1
5046,Ses01F_script02_2_M031,1.5,3.5,4.0,fru,Frustration,Frustration,Sadness,-1,2,3,3,1,4,5,-1,-1,-1
5047,Ses01F_script02_2_M032,1.5,4.0,4.0,fru,Anger,Frustration,Sadness,-1,2,3,3,1,5,5,-1,-1,-1
5048,Ses01F_script02_2_M033,2.5,1.5,2.5,neu,Neutral,Frustration,Neutral,-1,3,1,1,2,2,4,-1,-1,-1
5049,Ses01F_script02_2_M034,2.0,1.5,2.0,xxx,Anger,Other,Neutral,-1,3,1,1,1,2,3,-1,-1,-1
5050,Ses01F_script02_2_M035,2.0,1.5,2.0,fru,Frustration,Other,Frustration,-1,3,1,1,1,2,3,-1,-1,-1
5051,Ses01F_script02_2_M036,1.5,3.5,2.0,fru,Frustration,Sadness,Frustration,-1,2,3,2,1,4,2,-1,-1,-1
5052,Ses01F_script02_2_M037,2.0,2.0,1.0,sad,Sadness,Sadness,Sadness,-1,3,1,1,1,3,1,-1,-1,-1
5053,Ses01F_script02_2_M038,2.0,2.5,2.5,sad,Sadness,Sadness,Frustration,-1,2,1,2,2,4,3,-1,-1,-1
5054,Ses01F_script02_2_M039,3.0,1.5,1.5,sur,Neutral,Surprise,Surprise,-1,3,1,1,3,2,2,-1,-1,-1
5055,Ses01F_script02_2_M040,3.0,2.5,2.5,neu,Neutral,Neutral,Neutral,-1,3,2,2,3,3,3,-1,-1,-1
5056,Ses01F_script02_2_M041,3.5,2.5,2.5,fru,Frustration,Frustration,Neutral,-1,3,2,2,4,3,3,-1,-1,-1
5057,Ses01F_script02_2_M042,4.0,2.5,2.5,neu,Neutral,Happiness,Neutral,-1,4,2,2,4,3,3,-1,-1,-1
5058,Ses01F_script02_2_M043,4.0,2.0,2.5,neu,Happiness,Neutral,Neutral,-1,4,2,2,4,2,3,-1,-1,-1
5059,Ses01F_script02_2_M044,4.0,2.5,2.5,hap,Happiness,Happiness,Happiness,-1,4,2,2,4,3,3,-1,-1,-1
5060,Ses01F_script02_2_M045,2.5,2.5,2.0,xxx,Sadness,Neutral,Happiness,-1,3,2,1,2,3,3,-1,-1,-1
5061,Ses01F_script02_2_M046,4.0,2.5,1.5,hap,Happiness,Happiness,Neutral,-1,4,2,1,4,3,2,-1,-1,-1
5062,Ses01F_script02_2_M047,3.0,2.5,2.0,neu,Happiness,Neutral,Neutral,-1,3,2,1,3,3,3,-1,-1,-1
5063,Ses01F_script02_2_M048,3.5,3.0,2.5,neu,Happiness,Neutral,Neutral,-1,3,2,2,4,4,3,-1,-1,-1
5064,Ses01F_script02_2_M049,3.5,2.5,2.5,hap,Happiness,Happiness,Happiness,-1,3,1,2,4,4,3,-1,-1,-1
5065,Ses01F_impro06_F000,3.5,2.0,3.0,xxx,Sadness,Happiness,Neutral,Sadness,3,2,2,4,2,4,2,1,2
5066,Ses01F_impro06_F001,2.0,2.0,2.0,xxx,Frustration,Happiness,Neutral,Sadness,2,2,1,2,2,3,3,2,3
5067,Ses01F_impro06_F002,2.0,1.5,2.5,sad,Sadness,Sadness,Neutral,Sadness,2,2,2,2,1,3,2,1,2
5068,Ses01F_impro06_F003,3.0,2.0,2.5,neu,Sadness,Neutral,Neutral,Sadness,2,2,2,4,2,3,3,1,2
5069,Ses01F_impro06_F004,3.5,2.0,3.0,neu,Sadness,Neutral,Neutral,Sadness,3,2,3,4,2,3,2,1,2
5070,Ses01F_impro06_F005,2.0,2.0,4.0,sad,Sadness,Sadness,Sadness,Sadness,2,2,4,2,2,4,2,3,3
5071,Ses01F_impro06_F006,3.5,3.0,4.0,sad,Sadness,Neutral,Sadness,Neutral,4,3,4,3,3,4,3,3,4
5072,Ses01F_impro06_F007,3.5,3.0,4.0,sad,Sadness,Neutral,Sadness,Happiness,3,3,4,4,3,4,4,3,3
5073,Ses01F_impro06_F008,2.5,3.5,3.5,sad,Sadness,Sadness,Sadness,Sadness,3,4,4,2,3,3,2,2,2
5074,Ses01F_impro06_F009,2.5,3.0,3.5,neu,Sadness,Neutral,Neutral,Neutral,3,3,4,2,3,3,3,3,4
5075,Ses01F_impro06_F010,2.0,2.5,3.5,sad,Sadness,Sadness,Neutral,Disgust,2,3,3,2,2,4,2,2,2
5076,Ses01F_impro06_F011,2.0,3.0,4.0,sad,Sadness,Sadness,Neutral,Disgust,2,3,4,2,3,4,2,2,2
5077,Ses01F_impro06_F012,2.0,3.5,4.5,sad,Frustration,Sadness,Sadness,Neutral,2,3,4,2,4,5,2,3,3
5078,Ses01F_impro06_F013,2.0,2.0,2.0,sad,Sadness,Sadness,Sadness,Sadness,2,2,1,2,2,3,2,1,1
5079,Ses01F_impro06_F014,3.0,3.0,2.5,sad,Sadness,Neutral,Sadness,Sadness,3,3,3,3,3,2,2,2,2
5080,Ses01F_impro06_F015,2.0,2.0,2.5,sad,Sadness,Sadness,Sadness,Sadness,2,2,2,2,2,3,3,2,2
5081,Ses01F_impro06_F016,4.0,3.0,3.5,neu,Sadness,Neutral,Neutral,Happiness,4,3,4,4,3,3,4,3,3
5082,Ses01F_impro06_F017,4.0,3.0,3.5,xxx,Sadness,Happiness,Neutral,Happiness,4,2,3,4,4,4,4,3,3
5083,Ses01F_impro06_F018,4.0,3.0,3.5,neu,Sadness,Neutral,Neutral,Sadness,4,3,4,4,3,3,3,3,2
5084,Ses01F_impro06_F019,2.5,2.0,2.5,neu,Sadness,Neutral,Neutral,Sadness,3,2,2,2,2,3,2,2,1
5085,Ses01F_impro06_F020,2.5,3.0,4.0,sad,Sadness,Sadness,Sadness,Sadness,3,3,4,2,3,4,2,3,4
5086,Ses01F_impro06_F021,2.0,3.0,4.0,sad,Sadness,Sadness,Sadness,Sadness,2,3,4,2,3,4,2,3,3
5087,Ses01F_impro06_F022,4.0,3.0,3.5,sad,Sadness,Sadness,Sadness,Happiness,4,2,3,4,4,4,4,4,3
5088,Ses01F_impro06_F023,2.5,2.0,2.5,sad,Sadness,Sadness,Sadness,Sadness,3,2,2,2,2,3,3,2,3
5089,Ses01F_impro06_F024,1.5,2.0,3.0,sad,Sadness,Sadness,Sadness,Sadness,2,2,3,1,2,3,3,3,3
5090,Ses01F_impro06_F025,3.0,3.5,4.5,sad,Sadness,Sadness,Sadness,Happiness,4,4,4,2,3,5,4,4,3
5091,Ses01F_impro06_F026,3.0,3.0,3.5,sad,Sadness,Sadness,Sadness,Sadness,3,2,3,3,4,4,2,1,2
5092,Ses01F_impro06_F027,2.0,2.0,3.5,neu,Sadness,Neutral,Neutral,Neutral,2,2,3,2,2,4,3,2,2
5093,Ses01F_impro06_F028,3.0,3.5,4.0,sad,Sadness,Sadness,Neutral,Happiness,2,3,4,4,4,4,4,4,4
5094,Ses01F_impro06_M000,2.5,2.0,3.0,sad,Sadness,Sadness,Neutral,Happiness,3,2,3,2,2,3,4,4,4
5095,Ses01F_impro06_M001,2.5,3.0,3.5,neu,Sadness,Neutral,Neutral,Happiness,2,3,3,3,3,4,4,4,4
5096,Ses01F_impro06_M002,2.5,2.0,3.0,neu,Sadness,Neutral,Neutral,Happiness,2,2,3,3,2,3,4,4,4
5097,Ses01F_impro06_M003,2.5,2.0,3.5,sad,Sadness,Sadness,Neutral,Happiness,2,2,3,3,2,4,4,4,4
5098,Ses01F_impro06_M004,3.0,3.0,2.5,neu,Sadness,Neutral,Neutral,Happiness,3,2,1,3,4,4,4,4,4
5099,Ses01F_impro06_M005,3.0,2.0,2.5,neu,Sadness,Neutral,Neutral,Happiness,3,2,2,3,2,3,4,4,4
5100,Ses01F_impro06_M006,3.0,2.0,2.5,neu,Sadness,Neutral,Neutral,Happiness,3,2,2,3,2,3,4,4,4
5101,Ses01F_impro06_M007,3.0,2.0,2.5,sad,Sadness,Sadness,Neutral,Happiness,3,2,2,3,2,3,4,4,4
5102,Ses01F_impro06_M008,3.0,2.5,2.5,neu,Sadness,Neutral,Neutral,Happiness,3,3,3,3,2,2,4,4,4
5103,Ses01F_impro06_M009,3.0,2.5,2.5,neu,Neutral,Neutral,Neutral,Happiness,3,3,2,3,2,3,4,4,4
5104,Ses01F_impro06_M010,3.0,2.5,3.0,neu,Neutral,Neutral,Neutral,Happiness,3,2,2,3,3,4,4,4,4
5105,Ses01F_impro06_M011,3.0,2.0,3.0,neu,Sadness,Neutral,Neutral,Happiness,3,2,3,3,2,3,4,4,4
5106,Ses01F_impro06_M012,2.5,2.5,2.5,neu,Sadness,Neutral,Neutral,Happiness,2,3,3,3,2,2,4,4,4
5107,Ses01F_impro06_M013,3.0,2.5,2.5,neu,Sadness,Neutral,Neutral,Happiness,3,3,3,3,2,2,4,4,4
5108,Ses01F_impro06_M014,3.0,2.5,2.0,neu,Sadness,Neutral,Neutral,Happiness,3,2,1,3,3,3,4,4,4
5109,Ses01F_impro06_M015,3.0,3.0,2.5,neu,Sadness,Neutral,Neutral,Happiness,3,2,1,3,4,4,4,4,4
5110,Ses01F_impro06_M016,3.0,2.5,2.5,neu,Sadness,Neutral,Neutral,Happiness,3,2,3,3,3,2,4,4,4
5111,Ses01F_impro06_M017,4.0,3.0,2.5,xxx,Sadness,Happiness,Neutral,Happiness,4,2,1,4,4,4,4,4,4
5112,Ses01F_impro01_F000,2.5,2.5,2.5,neu,Neutral,Neutral,Neutral,Neutral,3,2,2,2,3,3,3,2,1
5113,Ses01F_impro01_F001,2.5,2.5,2.5,neu,Neutral,Neutral,Neutral,Anger,3,2,2,2,3,3,2,3,2
5114,Ses01F_impro01_F002,2.5,2.5,2.5,neu,Neutral,Surprise,Neutral,Anger,3,2,2,2,3,3,3,3,3
5115,Ses01F_impro01_F003,2.5,3.0,3.0,xxx,Neutral,Frustration,Anger,Anger,3,3,3,2,3,3,2,3,3
5116,Ses01F_impro01_F004,2.5,3.0,2.5,xxx,Neutral,Disgust,Anger,Anger,3,3,2,2,3,3,3,4,3
5117,Ses01F_impro01_F005,2.5,3.5,2.0,neu,Neutral,Anger,Neutral,Neutral,3,3,2,2,4,2,3,3,3
5118,Ses01F_impro01_F006,2.0,3.5,3.5,fru,Neutral,Anger,Frustration,Other,2,3,3,2,4,4,2,4,4
5119,Ses01F_impro01_F007,2.5,3.5,3.5,fru,Frustration,Anger,Frustration,Anger,3,3,3,2,4,4,2,4,4
5120,Ses01F_impro01_F008,2.0,3.5,3.5,fru,Frustration,Anger,Frustration,Anger,2,3,3,2,4,4,2,4,4
5121,Ses01F_impro01_F009,2.0,3.5,3.0,fru,Frustration,Anger,Frustration,Anger,2,3,2,2,4,4,3,3,3
5122,Ses01F_impro01_F010,1.5,3.5,3.5,xxx,Frustration,Anger,Anger,Anger,2,3,3,1,4,4,3,4,4
5123,Ses01F_impro01_F011,2.0,3.5,3.5,fru,Frustration,Anger,Frustration,Anger,2,3,3,2,4,4,2,4,4
5124,Ses01F_impro01_F012,2.0,3.5,3.5,ang,Anger,Disgust,Anger,Anger,2,3,3,2,4,4,2,4,4
5125,Ses01F_impro01_F013,2.0,4.0,3.5,fru,Frustration,Surprise,Frustration,Anger,2,3,3,2,5,4,3,3,4
5126,Ses01F_impro01_F014,2.5,3.5,3.5,neu,Neutral,Disgust,Neutral,Anger,3,3,3,2,4,4,2,4,4
5127,Ses01F_impro01_F015,2.0,3.5,3.0,fru,Frustration,Frustration,Frustration,Disgust,3,3,3,1,4,3,2,4,5
5128,Ses01F_impro01_M000,2.5,2.0,2.5,fru,Frustration,Other,Frustration,Disgust,3,2,2,2,2,3,2,4,5
5129,Ses01F_impro01_M001,2.5,2.0,2.5,fru,Frustration,Other,Frustration,Disgust,3,2,2,2,2,3,2,4,5
5130,Ses01F_impro01_M002,2.0,3.5,3.5,fru,Anger,Frustration,Frustration,Disgust,2,3,3,2,4,4,2,4,5
5131,Ses01F_impro01_M003,2.5,3.5,3.5,fru,Frustration,Frustration,Frustration,Disgust,3,3,3,2,4,4,2,4,5
5132,Ses01F_impro01_M004,2.0,4.0,3.5,fru,Frustration,Anger,Frustration,Disgust,2,3,3,2,5,4,2,4,5
5133,Ses01F_impro01_M005,2.0,3.5,3.5,fru,Frustration,Anger,Frustration,Disgust,2,3,3,2,4,4,2,4,5
5134,Ses01F_impro01_M006,2.0,3.5,3.5,fru,Frustration,Frustration,Frustration,Disgust,2,3,3,2,4,4,2,4,5
5135,Ses01F_impro01_M007,2.5,3.5,3.0,fru,Frustration,Frustration,Frustration,Disgust,3,3,2,2,4,4,2,4,5
5136,Ses01F_impro01_M008,2.0,3.5,3.5,fru,Frustration,Disgust,Frustration,Disgust,2,3,3,2,4,4,2,4,5
5137,Ses01F_impro01_M009,2.5,3.5,4.0,fru,Frustration,Disgust,Neutral,Disgust,3,3,3,2,4,5,2,4,5
5138,Ses01F_impro01_M010,2.0,4.5,4.0,fru,Frustration,Anger,Frustration,Disgust,2,4,3,2,5,5,2,4,5
5139,Ses01F_impro01_M011,2.0,4.0,4.0,ang,Anger,Anger,Frustration,Disgust,3,3,3,1,5,5,2,4,5
5140,Ses01F_impro01_M012,3.0,1.5,2.0,xxx,Frustration,Disgust,Neutral,Disgust,3,1,1,3,2,3,2,4,5
5141,Ses01F_impro01_M013,2.0,4.5,4.5,ang,Anger,Anger,Anger,Disgust,3,4,4,1,5,5,2,4,5
5142,Ses01M_script03_2_F000,4.0,3.0,3.5,xxx,Frustration,Happiness,Neutral,-1,4,2,3,4,4,4,-1,-1,-1
5143,Ses01M_script03_2_F001,4.0,3.0,3.5,xxx,Excited,Happiness,Neutral,-1,4,3,3,4,3,4,-1,-1,-1
5144,Ses01M_script03_2_F002,4.0,2.5,4.0,xxx,Excited,Happiness,Neutral,-1,4,2,3,4,3,5,-1,-1,-1
5145,Ses01M_script03_2_F003,4.5,4.5,4.5,sur,Frustration,Surprise,Surprise,-1,5,4,4,4,5,5,-1,-1,-1
5146,Ses01M_script03_2_F004,2.0,3.5,4.0,xxx,Excited,Happiness,Neutral,-1,2,3,4,2,4,4,-1,-1,-1
5147,Ses01M_script03_2_F005,2.5,2.5,4.0,xxx,Excited,Happiness,Neutral,-1,3,2,4,2,3,4,-1,-1,-1
5148,Ses01M_script03_2_F006,2.5,2.0,3.0,neu,Frustration,Neutral,Neutral,-1,3,2,3,2,2,3,-1,-1,-1
5149,Ses01M_script03_2_F007,4.0,3.0,4.0,xxx,Frustration,Happiness,Neutral,-1,4,3,4,4,3,4,-1,-1,-1
5150,Ses01M_script03_2_F008,2.5,3.5,4.5,xxx,Frustration,Happiness,Neutral,-1,3,3,4,2,4,5,-1,-1,-1
5151,Ses01M_script03_2_F009,2.0,3.0,3.5,xxx,Anger,Frustration,Neutral,-1,2,4,4,2,2,3,-1,-1,-1
5152,Ses01M_script03_2_F010,3.0,2.5,3.5,neu,Anger,Neutral,Neutral,-1,3,2,3,3,3,4,-1,-1,-1
5153,Ses01M_script03_2_F011,2.0,2.5,3.5,ang,Anger,Anger,Other,-1,2,2,3,2,3,4,-1,-1,-1
5154,Ses01M_script03_2_F012,2.0,4.0,4.5,xxx,Frustration,Anger,Other,-1,2,4,4,2,4,5,-1,-1,-1
5155,Ses01M_script03_2_F013,1.5,3.0,4.0,xxx,Frustration,Anger,Other,-1,2,3,3,1,3,5,-1,-1,-1
5156,Ses01M_script03_2_F014,2.0,3.0,4.0,xxx,Frustration,Anger,Other,-1,2,3,3,2,3,5,-1,-1,-1
5157,Ses01M_script03_2_F015,1.5,3.5,4.5,ang,Anger,Anger,Other,-1,2,3,4,1,4,5,-1,-1,-1
5158,Ses01M_script03_2_F016,2.5,3.0,4.0,xxx,Frustration,Anger,Other,-1,3,2,4,2,4,4,-1,-1,-1
5159,Ses01M_script03_2_F017,3.0,3.5,4.0,ang,Anger,Anger,Neutral,-1,4,3,4,2,4,4,-1,-1,-1
5160,Ses01M_script03_2_F018,2.5,2.5,3.5,xxx,Frustration,Anger,Other,-1,3,2,3,2,3,4,-1,-1,-1
5161,Ses01M_script03_2_F019,2.0,3.0,4.0,xxx,Frustration,Anger,Other,-1,2,3,4,2,3,4,-1,-1,-1
5162,Ses01M_script03_2_F020,2.0,3.5,4.5,xxx,Frustration,Anger,Other,-1,2,3,4,2,4,5,-1,-1,-1
5163,Ses01M_script03_2_F021,2.0,3.0,4.5,xxx,Frustration,Anger,Other,-1,3,2,4,1,4,5,-1,-1,-1
5164,Ses01M_script03_2_F022,1.5,3.0,4.0,ang,Frustration,Anger,Anger,-1,2,3,3,1,3,5,-1,-1,-1
5165,Ses01M_script03_2_F023,1.5,4.5,5.0,ang,Anger,Anger,Anger,-1,2,4,5,1,5,5,-1,-1,-1
5166,Ses01M_script03_2_F024,2.0,4.0,4.0,ang,Anger,Anger,Anger,-1,3,3,3,1,5,5,-1,-1,-1
5167,Ses01M_script03_2_F025,1.5,3.0,4.0,ang,Anger,Anger,Anger,-1,2,3,3,1,3,5,-1,-1,-1
5168,Ses01M_script03_2_F026,1.5,3.5,4.5,ang,Anger,Anger,Anger,-1,2,3,4,1,4,5,-1,-1,-1
5169,Ses01M_script03_2_F027,1.5,2.5,4.5,ang,Anger,Anger,Anger,-1,2,2,4,1,3,5,-1,-1,-1
5170,Ses01M_script03_2_F028,4.0,4.0,4.5,ang,Anger,Anger,Anger,-1,4,3,4,4,5,5,-1,-1,-1
5171,Ses01M_script03_2_F029,2.0,3.5,4.5,ang,Anger,Anger,Anger,-1,3,3,4,1,4,5,-1,-1,-1
5172,Ses01M_script03_2_F030,1.5,3.5,4.5,ang,Anger,Anger,Anger,-1,2,3,4,1,4,5,-1,-1,-1
5173,Ses01M_script03_2_F031,2.5,2.5,3.5,ang,Frustration,Anger,Anger,-1,3,2,3,2,3,4,-1,-1,-1
5174,Ses01M_script03_2_F032,2.5,3.5,3.0,xxx,Frustration,Neutral,Anger,-1,3,3,3,2,4,3,-1,-1,-1
5175,Ses01M_script03_2_F033,3.0,4.0,4.0,ang,Frustration,Anger,Anger,-1,4,3,4,2,5,4,-1,-1,-1
5176,Ses01M_script03_2_F034,2.0,3.5,3.5,ang,Anger,Anger,Anger,-1,3,3,3,1,4,4,-1,-1,-1
5177,Ses01M_script03_2_F035,2.5,4.0,4.5,ang,Anger,Anger,Anger,-1,3,4,4,2,4,5,-1,-1,-1
5178,Ses01M_script03_2_F036,2.5,3.0,4.0,ang,Frustration,Anger,Anger,-1,3,3,3,2,3,5,-1,-1,-1
5179,Ses01M_script03_2_F037,2.0,4.0,4.0,ang,Anger,Anger,Anger,-1,3,3,3,1,5,5,-1,-1,-1
5180,Ses01M_script03_2_F038,1.5,4.5,4.5,ang,Anger,Anger,Anger,-1,2,4,4,1,5,5,-1,-1,-1
5181,Ses01M_script03_2_F039,1.0,4.5,5.0,ang,Anger,Anger,Anger,-1,1,4,5,1,5,5,-1,-1,-1
5182,Ses01M_script03_2_F040,1.0,3.5,4.5,ang,Anger,Anger,Anger,-1,1,3,4,1,4,5,-1,-1,-1
5183,Ses01M_script03_2_F041,1.0,5.0,5.0,ang,Anger,Anger,Anger,-1,1,5,5,1,5,5,-1,-1,-1
5184,Ses01M_script03_2_M000,4.0,3.5,2.5,xxx,Excited,Happiness,Neutral,-1,4,3,1,4,4,4,-1,-1,-1
5185,Ses01M_script03_2_M001,3.5,3.0,3.0,xxx,Excited,Happiness,Neutral,-1,3,3,3,4,3,3,-1,-1,-1
5186,Ses01M_script03_2_M002,3.5,2.5,2.5,xxx,Excited,Happiness,Neutral,-1,3,3,2,4,2,3,-1,-1,-1
5187,Ses01M_script03_2_M003,2.5,3.0,4.0,xxx,Excited,Happiness,Neutral,-1,3,3,4,2,3,4,-1,-1,-1
5188,Ses01M_script03_2_M004,2.5,2.5,4.5,xxx,Frustration,Happiness,Other,-1,3,2,4,2,3,5,-1,-1,-1
5189,Ses01M_script03_2_M005,2.0,3.5,4.0,xxx,Frustration,Disgust,Neutral,-1,2,3,4,2,4,4,-1,-1,-1
5190,Ses01M_script03_2_M006,2.0,3.5,4.5,xxx,Frustration,Happiness,Other,-1,2,3,4,2,4,5,-1,-1,-1
5191,Ses01M_script03_2_M007,2.0,3.5,4.0,xxx,Frustration,Anger,Neutral,-1,2,4,4,2,3,4,-1,-1,-1
5192,Ses01M_script03_2_M008,2.0,3.5,2.5,xxx,Frustration,Surprise,Neutral,-1,2,3,3,2,4,2,-1,-1,-1
5193,Ses01M_script03_2_M009,2.0,3.0,3.5,xxx,Frustration,Surprise,Neutral,-1,2,3,3,2,3,4,-1,-1,-1
5194,Ses01M_script03_2_M010,2.0,2.0,3.0,xxx,Disgust,Anger,Other,-1,2,2,3,2,2,3,-1,-1,-1
5195,Ses01M_script03_2_M011,3.0,3.0,3.5,xxx,Anger,Frustration,Neutral,-1,3,3,3,3,3,4,-1,-1,-1
5196,Ses01M_script03_2_M012,3.0,3.0,3.5,neu,Frustration,Neutral,Neutral,-1,3,3,3,3,3,4,-1,-1,-1
5197,Ses01M_script03_2_M013,3.0,3.0,3.5,neu,Anger,Neutral,Neutral,-1,3,4,4,3,2,3,-1,-1,-1
5198,Ses01M_script03_2_M014,2.0,3.5,4.0,xxx,Frustration,Anger,Other,-1,2,4,4,2,3,4,-1,-1,-1
5199,Ses01M_script03_2_M015,2.5,3.5,4.5,xxx,Frustration,Anger,Other,-1,3,4,4,2,3,5,-1,-1,-1
5200,Ses01M_script03_2_M016,2.5,3.0,4.0,fru,Frustration,Anger,Frustration,-1,3,3,3,2,3,5,-1,-1,-1
5201,Ses01M_script03_2_M017,2.0,3.5,2.5,fru,Frustration,Neutral,Frustration,-1,2,4,2,2,3,3,-1,-1,-1
5202,Ses01M_script03_2_M018,3.0,3.5,3.0,neu,Frustration,Neutral,Neutral,-1,3,3,3,3,4,3,-1,-1,-1
5203,Ses01M_script03_2_M019,2.5,2.0,3.0,xxx,Frustration,Anger,Neutral,-1,3,2,3,2,2,3,-1,-1,-1
5204,Ses01M_script03_2_M020,2.5,2.5,3.0,xxx,Frustration,Anger,Neutral,-1,3,3,3,2,2,3,-1,-1,-1
5205,Ses01M_script03_2_M021,3.0,3.0,3.0,xxx,Frustration,Anger,Neutral,-1,3,2,2,3,4,4,-1,-1,-1
5206,Ses01M_script03_2_M022,2.0,3.5,4.5,ang,Anger,Anger,Anger,-1,2,3,4,2,4,5,-1,-1,-1
